"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AGI","Alamos Gold Inc.","8.46","$3.31B","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/agi",
"ALRM","Alarm.com Holdings, Inc.","49.86","$2.43B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/alrm",
"ALK","Alaska Air Group, Inc.","28.66","$3.51B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","2.24","$119.98M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","52.96","$1.71B","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","63.51","$6.75B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/alb",
"ALAC","Alberton Acquisition Corporation","10.6","$155.71M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.14","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","10.935","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","0.03","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacw",
"ALBO","Albireo Pharma, Inc.","25.27","$378.53M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/albo",
"AA","Alcoa Corporation","7.74","$1.44B","2016","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/aa",
"ALC","Alcon Inc.","60.11","$29.35B","2019","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/alc",
"ALDX","Aldeyra Therapeutics, Inc.","3.84","$114.4M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","28.81","$2.28B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alec",
"ALRS","Alerus Financial Corporation","17.56","$300.38M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/alrs",
"ALEX","Alexander & Baldwin, Inc.","10.67","$771.51M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","237.96","$1.22B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","145.31","$18.34B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/are",
"AXU","Alexco Resource Corp","2.3","$285.31M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/axu",
"ALXN","Alexion Pharmaceuticals, Inc.","101.22","$22.35B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxn",
"AQN","Algonquin Power & Utilities Corp.","13.76","$7.23B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","27.08","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqna",
"AQNB","Algonquin Power & Utilities Corp.","26.835","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqnb",
"BABA","Alibaba Group Holding Limited","217.2","$582.69B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","30.28","$226.68M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/alco",
"ALIT","Alight Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alit",
"ALGN","Align Technology, Inc.","224.37","$17.67B","2001","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","5.46","$27.47M","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alim",
"ALO","Alio Gold Inc.","0.882","$74.71M","2011","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/alo",
"ALYA","Alithya Group inc.","1.55","$78.9M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","0.4999","$21.08M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","16.17","$2.57B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","70.99","$3.46B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/allk",
"Y","Alleghany Corporation","469.4","$6.72B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","7.69","$973.78M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","23.12","$471.72M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","82.9","$1.36B","2006","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","94.25","$8.69B","2013","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/alle",
"ALNA","Allena Pharmaceuticals, Inc.","1.88","$46.52M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alna",
"ALE","Allete, Inc.","52.63","$2.73B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ale",
"ADS","Alliance Data Systems Corporation","42.65","$2.03B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","12.5","$359.31M","2002","n/a","n/a","https://old.nasdaq.com/symbol/afb",
"ARLP","Alliance Resource Partners, L.P.","3.03","$385.4M","1999","Energy","Coal Mining","https://old.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","9.49","$818.32M","1993","n/a","n/a","https://old.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","22.88","$2.24B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","46.32","$11.56B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/lnt",
"AIO","AllianzGI Artificial Intelligence & Tech Opp Fd","18.3","$628.11M","2019","n/a","n/a","https://old.nasdaq.com/symbol/aio",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","7.95","$145.14M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","4.04","$365.09M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncv",
"NCV^A","AllianzGI Convertible & Income Fund","25.4186","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncv^a",
"NCZ","AllianzGI Convertible & Income Fund II","3.49","$265.64M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncz",
"NCZ^A","AllianzGI Convertible & Income Fund II","25.1228","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncz^a",
"ACV","AllianzGI Diversified Income & Convertible Fund","21.24","$219.8M","2015","n/a","n/a","https://old.nasdaq.com/symbol/acv",
"NFJ","AllianzGI Dividend, Interest & Premium Strategy Fu","10.64","$1.01B","2005","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nfj",
"NIE","AllianzGI Equity & Convertible Income Fund","21.02","$582.44M","2007","n/a","n/a","https://old.nasdaq.com/symbol/nie",
"AESE","Allied Esports Entertainment, Inc.","1.85","$46.59M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/aese",
"AHPI","Allied Healthcare Products, Inc.","12.28","$49.29M","1992","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","32.4","$315.4M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/amot",
"ALSN","Allison Transmission Holdings, Inc.","35.32","$4B","2012","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alsn",
"ALLO","Allogene Therapeutics, Inc.","48.15","$6.03B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","10.54","$363.85M","2006","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","6.31","$1.03B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","97.27","$30.55B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/all",
"ALL^B","Allstate Corporation (The)","25.7266","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^b",
"ALL^G","Allstate Corporation (The)","26.845","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^g",
"ALL^H","Allstate Corporation (The)","25.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^h",
"ALL^I","Allstate Corporation (The)","25.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^i",
"ALLY","Ally Financial Inc.","15.96","$5.96B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","22.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","0.465","$51.95M","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aau",
"ALNY","Alnylam Pharmaceuticals, Inc.","142.41","$16.35B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","10.36","$259.81M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/aosl",
"APT","Alpha Pro Tech, Ltd.","13.83","$187.78M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","1373.485","$937.57B","2004","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1374.4","$938.19B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","19.2522","$17.33M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","4.2","$266.42M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","3.31","$61.53M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alpn",
"PINE","Alpine Income Property Trust, Inc.","12.1","$91.32M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pine",
"ALTG","Alta Equipment Group Inc.","6","$177.07M","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/altg",
"ALTG.WS","Alta Equipment Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/altg.ws",
"ALTR","Altair Engineering Inc.","34.55","$2.52B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/altr",
"ALIN^A","Altera Infrastructure L.P.","14.3441","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^a",
"ALIN^B","Altera Infrastructure L.P.","15.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^b",
"ALIN^E","Altera Infrastructure L.P.","16.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^e",
"ATHE","Alterity Therapeutics Limited","0.62","$9.02M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athe",
"AYX","Alteryx, Inc.","137.53","$9.07B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","24.66","$14.64B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/atus",
"ALT","Altimmune, Inc.","4.93","$76.55M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alt",
"AAMC","Altisource Asset Management Corp","17.265","$28.08M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","8.54","$132.97M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","27.03","$1.75B","2006","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aimc",
"MO","Altria Group","37.12","$68.98B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/mo",
"ALTM","Altus Midstream Company","0.6022","$195.67M","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/altm",
"ACH","Aluminum Corporation of China Limited","5.01","$3.41B","2001","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/ach",
"ALUS","Alussa Energy Acquisition Corp.","9.66","$347.16M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/alus",
"ALUS.U","Alussa Energy Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/alus.u",
"ALUS.WS","Alussa Energy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alus.ws",
"AMAG","AMAG Pharmaceuticals, Inc.","7.31","$250.53M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","9.91","$307.21M","2018","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","7.41","$2.86B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","16.06","$112.93M","n/a","Basic Industries","Other Specialty Stores","https://old.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","2449.33","$1221.67B","1997","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","13.2","$604.28M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC","Ambac Financial Group, Inc.","13.2","$604.28M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC.WS","Ambac Financial Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ambc.ws",
"AMBA","Ambarella, Inc.","55.89","$1.92B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/amba",
"ABEV","Ambev S.A.","2.09","$32.88B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/abev",
"AMBO","Ambow Education Holding Ltd.","2.31","$49.79M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ambo",
"AMC","AMC Entertainment Holdings, Inc.","4.56","$475.34M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","28.45","$1.48B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/amcx",
"AMCI","AMCI Acquisition Corp.","10.24","$282.27M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amci",
"AMCIU","AMCI Acquisition Corp.","10.7","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciu",
"AMCIW","AMCI Acquisition Corp.","0.34","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciw",
"DIT","AMCON Distributing Company","55.15","$31.19M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dit",
"AMCR","Amcor plc","9.4","$14.8B","2019","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/amcr",
"DOX","Amdocs Limited","61.68","$8.3B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","189.94","$6.15B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/amed",
"AMTB","Amerant Bancorp Inc.","12.05","$508.1M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtb",
"AMTBB","Amerant Bancorp Inc.","9.25","$390.03M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtbb",
"UHAL","Amerco","294.8","$5.78B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","70.65","$17.44B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","19.79","$941.37M","2010","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/amrc",
"AMRH","Ameri Holdings, Inc.","1.09","$3.54M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.0279","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","4.79","$290.01M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","12.5","$41.24B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AMOV","America Movil, S.A.B. de C.V.","12.5","$41.24B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","12.37","$40.81B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amx",
"AAL","American Airlines Group, Inc.","9.64","$4.08B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","25.1","$1.51B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","6.43","$727.14M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/axl",
